scenario,sf,workers,strategy,query_id,query_no,status,error_category,elapsed_sec,response_code,response_message,source_file
SF100_N5_D1,100,5,D1,Q119,119,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.029,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d1_102.csv
SF100_N5_D1,100,5,D1,Q121,121,CITUS_ARCH_ERROR,Subquery in lista SELECT nepusa in push-down,0.008,0A000 0,"org.postgresql.util.PSQLException: ERROR: cannot push down subquery on the target list
  Detail: Subqueries in the SELECT part of the query can only be pushed down if they happen before aggregates and window functions",rezultate_sf100_n5_d1_102.csv
SF100_N5_D1,100,5,D1,Q124,124,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.024,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_102.csv
SF100_N5_D1,100,5,D1,Q125,125,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_102.csv
SF100_N5_D1,100,5,D1,Q132,132,CITUS_ARCH_ERROR,Recursive CTE neexecutabil distribuit in forma curenta,0.052,0A000 0,org.postgresql.util.PSQLException: ERROR: recursive CTEs are only supported when they contain a filter on the distribution column,rezultate_sf100_n5_d1_102.csv
SF100_N5_D1,100,5,D1,Q160,160,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.014,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_102.csv
SF100_N5_D1,100,5,D1,Q183,183,SERVER_CRASH,Intrerupere conexiune / restart PostgreSQL necesar,592.912,08006 0,org.postgresql.util.PSQLException: An I/O error occurred while sending to the backend.,rezultate_sf100_n5_d1_102.csv
SF100_N5_D1,100,5,D1,Q184,184,SERVER_CRASH,Intrerupere conexiune / restart PostgreSQL necesar,617.958,08006 0,org.postgresql.util.PSQLException: An I/O error occurred while sending to the backend.,rezultate_sf100_n5_d1_184.csv
SF100_N5_D1,100,5,D1,Q197,197,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.083,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q198,198,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.003,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q208,208,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.044,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q209,209,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.027,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q210,210,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.031,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q211,211,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.03,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q221,221,TIMEOUT_3600,Timeout peste pragul de 3600 secunde,3600.113,57014 0,org.postgresql.util.PSQLException: ERROR: canceling statement due to user request,rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q233,233,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.008,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q235,235,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.105,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q237,237,CITUS_ARCH_ERROR,GROUPING SETS / CUBE / ROLLUP fara filtru pe cheia de distributie,0.005,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING SETS, CUBE, or ROLLUP
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q238,238,CITUS_ARCH_ERROR,Alta limitare arhitecturala Citus,0.003,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf100_n5_d1_185.csv
SF100_N5_D1,100,5,D1,Q248,248,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.028,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d1_185.csv
SF100_N5_D2,100,5,D2,Q013,13,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.012,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q024,24,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.043,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""item"" because there is a foreign key between them and ""item"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q028,28,TIMEOUT_3600,Timeout peste pragul de 3600 secunde,3601.229,57014 0,org.postgresql.util.PSQLException: ERROR: canceling statement due to user request,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q040,40,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.158,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""store"" because there is a foreign key between them and ""store"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q045,45,TIMEOUT_3600,Timeout peste pragul de 3600 secunde,3601.383,57014 0,org.postgresql.util.PSQLException: ERROR: canceling statement due to user request,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q050,50,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.597,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""item"" because there is a foreign key between them and ""item"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q051,51,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.039,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q054,54,TIMEOUT_3600,Timeout peste pragul de 3600 secunde,3600.778,57014 0,org.postgresql.util.PSQLException: ERROR: canceling statement due to user request,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q061,61,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.082,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q064,64,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.036,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""inventory"" after DDL command on reference table ""item"" because there is a foreign key between them and ""item"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q065,65,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.003,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q067,67,TIMEOUT_3600,Timeout peste pragul de 3600 secunde,3600.092,57014 0,org.postgresql.util.PSQLException: ERROR: canceling statement due to user request,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q068,68,CITUS_ARCH_ERROR,Alta limitare arhitecturala Citus,0.007,0A000 0,org.postgresql.util.PSQLException: ERROR: correlated subqueries are not supported when the FROM clause contains a CTE or subquery,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q069,69,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.002,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q099,99,TIMEOUT_3600,Timeout peste pragul de 3600 secunde,3601.939,57014 0,org.postgresql.util.PSQLException: ERROR: canceling statement due to user request,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q101,101,SERVER_CRASH,Intrerupere conexiune / restart PostgreSQL necesar,2692.461,08006 0,org.postgresql.util.PSQLException: An I/O error occurred while sending to the backend.,rezultate_sf100_n5_d2.csv
SF100_N5_D2,100,5,D2,Q103,103,CITUS_ARCH_ERROR,GROUPING SETS / CUBE / ROLLUP fara filtru pe cheia de distributie,0.394,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING SETS, CUBE, or ROLLUP
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q110,110,CITUS_ARCH_ERROR,Subquery in lista SELECT nepusa in push-down,0.018,0A000 0,"org.postgresql.util.PSQLException: ERROR: cannot push down subquery on the target list
  Detail: Subqueries in the SELECT part of the query can only be pushed down if they happen before aggregates and window functions",rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q119,119,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.029,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q121,121,CITUS_ARCH_ERROR,Subquery in lista SELECT nepusa in push-down,0.005,0A000 0,"org.postgresql.util.PSQLException: ERROR: cannot push down subquery on the target list
  Detail: Subqueries in the SELECT part of the query can only be pushed down if they happen before aggregates and window functions",rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q124,124,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.061,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q125,125,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q132,132,CITUS_ARCH_ERROR,Recursive CTE neexecutabil distribuit in forma curenta,0.522,0A000 0,org.postgresql.util.PSQLException: ERROR: recursive CTEs are only supported when they contain a filter on the distribution column,rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q160,160,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.081,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q183,183,SERVER_CRASH,Intrerupere conexiune / restart PostgreSQL necesar,343.259,08006 0,org.postgresql.util.PSQLException: An I/O error occurred while sending to the backend.,rezultate_sf100_n5_d2_102.csv
SF100_N5_D2,100,5,D2,Q184,184,SERVER_CRASH,Intrerupere conexiune / restart PostgreSQL necesar,483.489,08006 0,org.postgresql.util.PSQLException: An I/O error occurred while sending to the backend.,rezultate_sf100_n5_d2_184.csv
SF100_N5_D2,100,5,D2,Q197,197,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.064,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q198,198,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q233,233,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.005,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q235,235,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.008,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q237,237,CITUS_ARCH_ERROR,GROUPING SETS / CUBE / ROLLUP fara filtru pe cheia de distributie,0.014,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING SETS, CUBE, or ROLLUP
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q238,238,CITUS_ARCH_ERROR,Alta limitare arhitecturala Citus,0.004,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q247,247,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.022,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""item"" because there is a foreign key between them and ""item"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q248,248,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q249,249,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.025,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_returns"" after DDL command on reference table ""item"" because there is a foreign key between them and ""item"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2_185.csv
SF100_N5_D2,100,5,D2,Q250,250,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.016,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_returns"" after DDL command on reference table ""item"" because there is a foreign key between them and ""item"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf100_n5_d2_185.csv
SF10_N2_D1,10,2,D1,Q013,13,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.007,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q051,51,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.033,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q055,55,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.02,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q065,65,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.006,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q069,69,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.005,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q101,101,TIMEOUT_3600,Timeout peste pragul de 3600 secunde,3654.867,57014 0,org.postgresql.util.PSQLException: ERROR: canceling statement due to user request,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q103,103,CITUS_ARCH_ERROR,GROUPING SETS / CUBE / ROLLUP fara filtru pe cheia de distributie,0.008,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING SETS, CUBE, or ROLLUP
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q110,110,CITUS_ARCH_ERROR,Subquery in lista SELECT nepusa in push-down,0.009,0A000 0,"org.postgresql.util.PSQLException: ERROR: cannot push down subquery on the target list
  Detail: Subqueries in the SELECT part of the query can only be pushed down if they happen before aggregates and window functions",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q119,119,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.017,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q121,121,CITUS_ARCH_ERROR,Subquery in lista SELECT nepusa in push-down,0.009,0A000 0,"org.postgresql.util.PSQLException: ERROR: cannot push down subquery on the target list
  Detail: Subqueries in the SELECT part of the query can only be pushed down if they happen before aggregates and window functions",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q124,124,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q125,125,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.003,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q132,132,CITUS_ARCH_ERROR,Recursive CTE neexecutabil distribuit in forma curenta,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: recursive CTEs are only supported when they contain a filter on the distribution column,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q160,160,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.017,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q197,197,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q198,198,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q208,208,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.018,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q209,209,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.01,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q210,210,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.011,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q211,211,CITUS_ARCH_ERROR,Parallel DDL + FK catre reference table,0.01,XX000 0,"org.postgresql.util.PSQLException: ERROR: cannot execute parallel DDL on table ""store_sales"" after DDL command on reference table ""date_dim"" because there is a foreign key between them and ""date_dim"" has been accessed in this transaction
  Detail: When there is a foreign key to a reference table, Citus needs to perform all operations over a single connection per node to ensure consistency.
  Hint: Try re-running the transaction with ""SET LOCAL citus.multi_shard_modify_mode TO 'sequential';""",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q233,233,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.006,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q235,235,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.006,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q237,237,CITUS_ARCH_ERROR,GROUPING SETS / CUBE / ROLLUP fara filtru pe cheia de distributie,0.003,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING SETS, CUBE, or ROLLUP
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q238,238,CITUS_ARCH_ERROR,Alta limitare arhitecturala Citus,0.003,0A000 0,"org.postgresql.util.PSQLException: ERROR: could not run distributed query with GROUPING
  Hint: Consider using an equality filter on the distributed table's partition column.",rezultate_sf10_n2_d1.csv
SF10_N2_D1,10,2,D1,Q248,248,CITUS_ARCH_ERROR,Join complex intre tabele distribuite necolocate,0.004,0A000 0,org.postgresql.util.PSQLException: ERROR: complex joins are only supported when all distributed tables are co-located and joined on their distribution columns,rezultate_sf10_n2_d1.csv
